,title,price,mileage,year,location
306,HONDA BEAT,"Rp 13,000,000",30K+ KM,2017,Simpang Tiga
307,HONDA VARIO CW,"Rp 10,800,000",30K+ KM,2013,Banguntapan
308,YAMAHA NMAX ABS,"Rp 25,500,000",1 - 5K KM,2018,Jatiasih
309,HONDA BEAT FI POP CBS ESP,"Rp 11,000,000",30K+ KM,2016,Tigaraksa
310,HONDA BEAT,"Rp 9,800,000",30K+ KM,2014,Banguntapan
311,HONDA VARIO CW,"Rp 13,800,000",30K+ KM,2019,Banguntapan
312,SUZUKI SATRIA,"Rp 9,300,000",30K+ KM,2012,Banguntapan
313,HONDA SUPRA X 125 INJEKSI,"Rp 10,300,000",30K+ KM,2014,Banguntapan
314,HONDA BEAT CBS FI,"Rp 13,000,000",30K+ KM,2016,Tigaraksa
315,YAMAHA MIO,"Rp 6,750,000",30K+ KM,2010,Banguntapan
316,HONDA VARIO CW,"Rp 11,750,000",30K+ KM,2014,Banguntapan
317,HONDA PCX,"Rp 28,750,000",30K+ KM,2019,Banguntapan
318,HONDA SCOOPY,"Rp 19,500,000",30K+ KM,2019,Banguntapan
319,YAMAHA FINO SPORTY ,"Rp 14,200,000",30K+ KM,2018,Banguntapan
320,KAWASAKI NEW NINJA 150 RR,"Rp 29,000,000",30K+ KM,2015,Tigaraksa
321,Yamaha Vixion,"Rp 16,200,000",10 - 30K KM,2015,Serbelawan
322,YAMAHA SOUL GT,"Rp 8,500,000",30K+ KM,2014,Banguntapan
323,YAMAHA MIO Z 125,"Rp 10,300,000",30K+ KM,2017,Banguntapan
324,YAMAHA MIO M3 125,"Rp 9,300,000",30K+ KM,2016,Banguntapan
325,YAMAHA VIXION,"Rp 21,000,000",30K+ KM,2018,Tigaraksa
326,YAMAHA MIO M3 125,"Rp 11,300,000",30K+ KM,2018,Banguntapan
327,YAMAHA SOUL GT,"Rp 8,500,000",30K+ KM,2014,Banguntapan
328,YAMAHA MIO J,"Rp 73,500,000",30K+ KM,2013,Banguntapan
329,Honda Cb150r Streetfire,"Rp 22,600,000",10 - 20K KM,2019,Serbelawan
330,HONDA BEAT,"Rp 11,300,000",30K+ KM,2014,Simpang Tiga
331,YAMAHA N MAX,"Rp 25,000,000",30K+ KM,2018,Tigaraksa
332,HONDA NEW BEAT STREET ESP,"Rp 14,200,000",30K+ KM,2018,Simpang Tiga
333,HONDA SCOOPY,"Rp 18,300,000",30K+ KM,2018,Banguntapan
334,HONDA BEAT FI CBS ISS,"Rp 13,800,000",30K+ KM,2017,Simpang Tiga
335,YAMAHA VIXION,"Rp 15,500,000",30K+ KM,2014,Tigaraksa
336,YAMAHA VIXION,"Rp 16,500,000",30K+ KM,2016,Tigaraksa
337,HONDA SCOOPY,"Rp 16,500,000",30K+ KM,2018,Simpang Tiga
338,YAMAHA VIXION,"Rp 16,000,000",30K+ KM,2015,Tigaraksa
339,HONDA BEAT CBS FI,"Rp 13,500,000",30K+ KM,2017,Tigaraksa
340,HONDA BEAT,"Rp 12,400,000",30K+ KM,2016,Simpang Tiga
341,HONDA BEAT FI CBS ISS,"Rp 13,800,000",30K+ KM,2018,Simpang Tiga
342,HONDA BEAT,"Rp 13,800,000",30K+ KM,2018,Simpang Tiga
343,HONDA BEAT FI CBS ISS,"Rp 14,800,000",30K+ KM,2019,Simpang Tiga
344,HONDA SUPRA X 125 CW,"Rp 10,800,000",30K+ KM,2014,Simpang Tiga
345,HONDA CB150R,"Rp 15,000,000",30K+ KM,2013,Tigaraksa
346,HONDA BEAT,"Rp 12,400,000",30K+ KM,2016,Simpang Tiga
347,YAMAHA VIXION,"Rp 21,000,000",30K+ KM,2018,Tigaraksa
348,HONDA VARIO 125 CBS ISS,"Rp 12,800,000",30K+ KM,2014,Sesetan
349,YAMAHA X-RIDE,"Rp 9,500,000",30K+ KM,2013,Sesetan
350,YAMAHA XEON RC,"Rp 9,500,000",30K+ KM,2015,Sesetan
351,HONDA VARIO 125 ESP CBS,"Rp 12,200,000",30K+ KM,2013,Sesetan
352,HONDA VARIO 150 ESP EXCLUSIVE,"Rp 15,500,000",30K+ KM,2015,Sesetan
353,YAMAHA NMAX ABS,"Rp 26,000,000",30K+ KM,2018,Drangong
354,KAWASAKI NINJA R KR 150 L,"Rp 24,000,000",30K+ KM,2015,Drangong
355,HONDA CBR 150 R,"Rp 25,100,000",30K+ KM,2017,Drangong
356,YAMAHA JUPITER MX,"Rp 7,600,000",30K+ KM,2010,Sesetan
357,YAMAHA ALL NEW R15 155 VVA,"Rp 27,000,000",30K+ KM,2018,Drangong
358,KAWASAKI NINJA R KR 150 L,"Rp 24,000,000",30K+ KM,2015,Drangong
359,Honda New Scoopy Sporty,"Rp 19,000,000",10 - 30K KM,2019,Papahan
360,HONDA SUPRA X 125 R,"Rp 7,900,000",30K+ KM,2012,Sesetan
361,KAWASAKI NINJA 150 RR SE,"Rp 31,000,000",30K+ KM,2015,Drangong
362,HONDA SUPRA X 125 R,"Rp 7,900,000",30K+ KM,2012,Sesetan
363,KAWASAKI NINJA 250 FI,"Rp 54,000,000",30K+ KM,2017,Drangong
364,HONDA BEAT,"Rp 9,200,000",30K+ KM,2012,Sesetan
365,HONDA VARIO 150 ESP EXCLUSIVE,"Rp 19,500,000",30K+ KM,2019,Drangong
366,SUZUKI SATRIA 150,"Rp 11,000,000",30K+ KM,2013,Drangong
367,YAMAHA VIXION,"Rp 14,000,000",30K+ KM,2012,Sesetan
368,HONDA SCOOPY,"Rp 16,500,000",30K+ KM,2017,Drangong
369,SUZUKI SATRIA FU 150,"Rp 8,300,000",30K+ KM,2011,Sesetan
370,HONDA BEAT,"Rp 12,500,000",30K+ KM,2016,Drangong
371,HONDA BEAT,"Rp 14,000,000",30K+ KM,2018,Drangong
372,YAMAHA JUPITER Z,"Rp 8,600,000",30K+ KM,2014,Sesetan
373,YAMAHA MIO M3 125,"Rp 8,500,000",30K+ KM,2015,Drangong
374,YAMAHA JUPITER MX,"Rp 9,500,000",30K+ KM,2013,Sesetan
375,YAMAHA MIO FINO,"Rp 10,500,000",30K+ KM,2016,Drangong
376,YAMAHA MIO CW SPORTY,"Rp 6,200,000",30K+ KM,2010,Sesetan
377,HONDA SCOOPY,"Rp 12,500,000",30K+ KM,2014,Drangong
378,HONDA SCOOPY,"Rp 11,200,000",30K+ KM,2014,Sesetan
379,HONDA SCOOPY,"Rp 16,500,000",30K+ KM,2017,Drangong
380,HONDA NEW VARIO 125 ESP CBS,"Rp 15,500,000",30K+ KM,2016,Drangong
381,YAMAHA AEROX 155 VVA,"Rp 23,000,000",30K+ KM,2018,Drangong
382,SUZUKI SATRIA 150,"Rp 12,500,000",30K+ KM,2015,Drangong
383,YAMAHA VIXION,"Rp 14,500,000",30K+ KM,2013,Drangong
384,YAMAHA VIXION,"Rp 15,500,000",30K+ KM,2015,Drangong
385,KAWASAKI NINJA 150 RR SE,"Rp 31,000,000",30K+ KM,2015,Drangong
386,KAWASAKI NEW NINJA 150 RR,"Rp 28,500,000",30K+ KM,2014,Drangong
387,KAWASAKI NINJA 250 FI,"Rp 40,000,000",30K+ KM,2014,Drangong
388,HONDA NEW SUPRA X 125 CW,"Rp 14,000,000",30K+ KM,2018,Tigaraksa
389,KAWASAKI NINJA 250 FI,"Rp 45,000,000",30K+ KM,2016,Drangong
390,KAWASAKI NINJA 250 FI,"Rp 40,000,000",30K+ KM,2014,Drangong
391,YAMAHA N MAX,"Rp 25,000,000",30K+ KM,2018,Tigaraksa
392,YAMAHA VIXION,"Rp 15,000,000",30K+ KM,2014,Drangong
393,YAMAHA VIXION,"Rp 16,000,000",30K+ KM,2015,Drangong
394,YAMAHA MIO SOUL,"Rp 5,100,000",30K+ KM,2011,Padangsambian
395,YAMAHA NMAX ABS,"Rp 27,000,000",30K+ KM,2019,Drangong
396,KAWASAKI NINJA R,"Rp 24,000,000",30K+ KM,2015,Tigaraksa
397,HONDA SCOOPY,"Rp 16,000,000",30K+ KM,2016,Drangong
398,HONDA BEAT,"Rp 9,000,000",30K+ KM,2012,Padangsambian
399,HONDA BEAT,"Rp 15,500,000",30K+ KM,2019,Drangong
400,HONDA BEAT,"Rp 10,000,000",30K+ KM,2013,Padangsambian
401,HONDA VARIO CW,"Rp 11,500,000",30K+ KM,2015,Padangsambian
402,HONDA BEAT FI POP CBS ESP,"Rp 10,500,000",30K+ KM,2015,Drangong
403,YAMAHA XEON RC,"Rp 8,500,000",30K+ KM,2014,Padangsambian
404,HONDA VARIO CW,"Rp 9,500,000",30K+ KM,2013,Padangsambian
405,HONDA VARIO 150 ESP EXCLUSIVE,"Rp 17,500,000",30K+ KM,2018,Tigaraksa
406,HONDA VARIO CW,"Rp 9,500,000",30K+ KM,2013,Padangsambian
407,HONDA BEAT,"Rp 11,500,000",30K+ KM,2015,Drangong
408,HONDA SCOOPY,"Rp 12,000,000",30K+ KM,2013,Padangsambian
409,YAMAHA R15,"Rp 28,000,000",30K+ KM,2018,Tigaraksa
410,HONDA CBR 150 R,"Rp 25,100,000",30K+ KM,2017,Drangong
411,HONDA SCOOPY,"Rp 18,500,000",30K+ KM,2018,Padangsambian
412,KAWASAKI KLX 150,"Rp 20,000,000",30K+ KM,2014,Padangsambian
413,HONDA CBR 150 R,"Rp 19,500,000",30K+ KM,2015,Drangong
414,KAWASAKI NINJA RR,"Rp 29,000,000",30K+ KM,2013,Tigaraksa
415,HONDA SCOOPY,"Rp 13,000,000",30K+ KM,2015,Padangsambian
416,YAMAHA R15 GP MOVISTAR,"Rp 19,500,000",30K+ KM,2015,Drangong
417,YAMAHA VIXION,"Rp 21,000,000",30K+ KM,2018,Tigaraksa
418,HONDA BEAT,"Rp 10,000,000",30K+ KM,2013,Padangsambian
419,HONDA BEAT,"Rp 10,000,000",30K+ KM,2013,Padangsambian
420,YAMAHA NMAX SPECIAL CUSTOM,"Rp 26,000,000",30K+ KM,2018,Drangong
421,HONDA VARIO CW,"Rp 14,000,000",30K+ KM,2017,Padangsambian
422,YAMAHA AEROX 155 GP,"Rp 19,500,000",30K+ KM,2017,Padangsambian
423,YAMAHA NMAX SPECIAL CUSTOM,"Rp 22,000,000",30K+ KM,2016,Drangong
424,YAMAHA N MAX,"Rp 26,500,000",30K+ KM,2018,Padangsambian
425,YAMAHA N MAX,"Rp 26,500,000",30K+ KM,2018,Padangsambian
426,HONDA BEAT,"Rp 10,000,000",30K+ KM,2013,Padangsambian
427,YAMAHA AEROX 155 VVA,"Rp 23,500,000",30K+ KM,2018,Drangong
428,HONDA SCOOPY,"Rp 12,500,000",30K+ KM,2014,Padangsambian
429,HONDA SCOOPY,"Rp 12,500,000",30K+ KM,2014,Padangsambian
430,YAMAHA AEROX 155 VVA,"Rp 23,500,000",30K+ KM,2018,Drangong
431,HONDA BEAT,"Rp 12,500,000",30K+ KM,2016,Padangsambian
432,YAMAHA MIO GT 125,"Rp 7,200,000",30K+ KM,2013,Padangsambian
433,YAMAHA AEROX 155 VVA,"Rp 23,500,000",30K+ KM,2018,Drangong
434,YAMAHA MIO M3 125,"Rp 12,500,000",30K+ KM,2019,Drangong
435,PIAGGIO PRIMAVERA,"Rp 35,500,000",30K+ KM,2016,Renon
436,PIAGGIO PRIMAVERA,"Rp 28,900,000",30K+ KM,2014,Renon
437,YAMAHA MIO FINO,"Rp 11,500,000",30K+ KM,2017,Drangong
438,HONDA CBR 150 R,"Rp 23,350,000",30K+ KM,2017,Renon
439,HONDA CBR 250,"Rp 52,800,000",30K+ KM,2017,Renon
440,HONDA VERZA 150 CW MMC,"Rp 12,000,000",30K+ KM,2014,Drangong
441,HONDA VERZA 150 SW,"Rp 11,500,000",30K+ KM,2014,Drangong
442,HONDA SCOOPY ESP,"Rp 15,700,000",30K+ KM,2017,Cangkuang Kulon(barat)
443,YAMAHA VIXION,"Rp 15,000,000",30K+ KM,2014,Drangong
444,KAWASAKI NINJA 250 R SE,"Rp 45,000,000",30K+ KM,2015,Tigaraksa
445,YAMAHA FREEGO S,"Rp 17,500,000",30K+ KM,2018,Cangkuang Kulon(barat)
446,YAMAHA VIXION,"Rp 15,000,000",30K+ KM,2014,Drangong
447,YAMAHA MX KING 150 DOXOU,"Rp 13,500,000",30K+ KM,2016,Drangong
448,KAWASAKI NINJA 250 R,"Rp 45,000,000",30K+ KM,2016,Tigaraksa
449,YAMAHA JUPITER MX,"Rp 8,500,000",30K+ KM,2013,Drangong
450,YAMAHA FINO SPORTY ,"Rp 13,000,000",30K+ KM,2018,Banguntapan
451,KAWASAKI NINJA 250 R,"Rp 43,000,000",30K+ KM,2015,Tigaraksa
452,SUZUKI SATRIA 150,"Rp 13,500,000",30K+ KM,2016,Drangong
453,YAMAHA MIO J,"Rp 7,000,000",30K+ KM,2014,Banguntapan
454,KAWASAKI NEW NINJA 150 RR,"Rp 28,500,000",30K+ KM,2015,Tigaraksa
455,HONDA BEAT FI POP CBS ESP,"Rp 10,300,000",30K+ KM,2015,Banguntapan
456,HONDA VARIO CW,"Rp 13,300,000",30K+ KM,2018,Banguntapan
457,HONDA SONIC 150 R,"Rp 14,500,000",30K+ KM,2017,Drangong
458,YAMAHA VIXION,"Rp 13,500,000",30K+ KM,2013,Banguntapan
459,SUZUKI SATRIA FU 150,"Rp 14,000,000",30K+ KM,2015,Tigaraksa
460,YAMAHA SOUL GT,"Rp 8,500,000",30K+ KM,2013,Banguntapan
461,YAMAHA MIO Z 125,"Rp 9,300,000",30K+ KM,2017,Banguntapan
462,KAWASAKI NEW NINJA 150 RR,"Rp 30,000,000",30K+ KM,2015,Drangong
463,YAMAHA AEROX 155 VVA,"Rp 18,500,000",30K+ KM,2018,Tigaraksa
464,SUZUKI SATRIA,"Rp 9,300,000",30K+ KM,2010,Banguntapan
465,YAMAHA XMAX,"Rp 47,000,000",30K+ KM,2017,Banguntapan
466,HONDA VARIO CW,"Rp 8,000,000",30K+ KM,2012,Banguntapan
467,YAMAHA ALL NEW R15 155 VVA,"Rp 26,500,000",30K+ KM,2018,Drangong
468,HONDA BEAT CBS FI,"Rp 13,000,000",30K+ KM,2016,Tigaraksa
469,HONDA BEAT,"Rp 13,300,000",30K+ KM,2017,Banguntapan
470,HONDA VARIO CW,"Rp 12,250,000",30K+ KM,2015,Banguntapan
471,HONDA VARIO 150 ESP EXCLUSIVE,"Rp 16,500,000",30K+ KM,2016,Tigaraksa
472,YAMAHA MIO M3 125,"Rp 9,500,000",30K+ KM,2016,Drangong
473,HONDA BLADE REPSOL,"Rp 10,000,000",30K+ KM,2015,Banguntapan
474,YAMAHA MIO M3 125,"Rp 9,000,000",30K+ KM,2015,Drangong
475,YAMAHA X-RIDE,"Rp 9,000,000",30K+ KM,2013,Drangong
476,YAMAHA JUPITER MX,"Rp 12,450,000",30K+ KM,2016,Banguntapan
477,HONDA SUPRA X 125 INJEKSI,"Rp 12,500,000",30K+ KM,2015,Banguntapan
478,YAMAHA VIXION,"Rp 10,600,000",30K+ KM,2009,Banguntapan
479,HONDA VARIO CW,"Rp 17,800,000",30K+ KM,2018,Banguntapan
480,HONDA VARIO CW,"Rp 17,500,000",30K+ KM,2018,Banguntapan
481,HONDA VARIO CW,"Rp 14,500,000",30K+ KM,2015,Banguntapan
482,HONDA VARIO CW,"Rp 13,750,000",30K+ KM,2016,Banguntapan
483,YAMAHA FINO SPORTY ,"Rp 14,000,000",30K+ KM,2019,Banguntapan
484,YAMAHA FINO SPORTY ,"Rp 11,000,000",30K+ KM,2016,Banguntapan
485,YAMAHA FINO SPORTY ,"Rp 14,200,000",30K+ KM,2018,Banguntapan
486,YAMAHA FINO SPORTY ,"Rp 13,700,000",30K+ KM,2017,Banguntapan
487,YAMAHA SOUL GT,"Rp 9,300,000",30K+ KM,2015,Banguntapan
488,YAMAHA X-RIDE,"Rp 11,800,000",30K+ KM,2016,Banguntapan
489,YAMAHA X-RIDE,"Rp 11,300,000",30K+ KM,2016,Banguntapan
490,YAMAHA JUPITER MX,"Rp 15,200,000",30K+ KM,2015,Banguntapan
491,SUZUKI SATRIA,"Rp 16,000,000",30K+ KM,2018,Banguntapan
492,YAMAHA NMAX ABS,"Rp 21,000,000",30K+ KM,2016,Banguntapan
493,YAMAHA VIXION,"Rp 13,500,000",30K+ KM,2013,Banguntapan
494,YAMAHA VIXION,"Rp 14,250,000",30K+ KM,2014,Banguntapan
495,HONDA MEGA PRO,"Rp 13,500,000",30K+ KM,2013,Banguntapan
496,HONDA NEW CBR 150R TRICOLOR,"Rp 25,000,000",30K+ KM,2016,Banguntapan
497,KAWASAKI NINJA,"Rp 41,500,000",30K+ KM,2013,Banguntapan
498,HONDA VARIO CW,"Rp 8,500,000",30K+ KM,2013,Banguntapan
499,HONDA SPACY GARNISH,"Rp 6,400,000",30K+ KM,2011,Banguntapan
500,YAMAHA MIO M3 125,"Rp 9,600,000",30K+ KM,2015,Banguntapan
501,YAMAHA MIO J,"Rp 7,200,000",30K+ KM,2013,Banguntapan
502,YAMAHA MIO J,"Rp 6,900,000",30K+ KM,2014,Banguntapan
503,YAMAHA MIO M3 125,"Rp 9,500,000",30K+ KM,2016,Banguntapan
504,YAMAHA MIO GT 125,"Rp 7,500,000",30K+ KM,2014,Banguntapan
505,HONDA VARIO CW,"Rp 7,800,000",30K+ KM,2010,Banguntapan
506,YAMAHA MIO J,"Rp 6,500,000",30K+ KM,2014,Banguntapan
507,HONDA SCOOPY ESP,"Rp 15,500,000",30K+ KM,2016,Tigaraksa
508,YAMAHA MIO J,"Rp 6,500,000",30K+ KM,2012,Banguntapan
509,HONDA SCOOPY ESP,"Rp 16,500,000",30K+ KM,2017,Tigaraksa
510,YAMAHA GT 125,"Rp 8,900,000",30K+ KM,2015,Banguntapan
511,YAMAHA MIO Z 125,"Rp 9,800,000",30K+ KM,2016,Banguntapan
512,YAMAHA MIO S,"Rp 10,900,000",30K+ KM,2017,Banguntapan
513,HONDA CB150R,"Rp 18,000,000",30K+ KM,2016,Tigaraksa
514,YAMAHA SOUL GT,"Rp 9,800,000",30K+ KM,2015,Banguntapan
515,YAMAHA FINO SPORTY ,"Rp 14,000,000",30K+ KM,2018,Banguntapan
516,HONDA BEAT,"Rp 7,800,000",30K+ KM,2011,Banguntapan
517,YAMAHA VIXION,"Rp 16,500,000",30K+ KM,2016,Tigaraksa
518,HONDA BEAT,"Rp 11,250,000",30K+ KM,2016,Banguntapan
519,SUZUKI SATRIA FU 150,"Rp 13,500,000",30K+ KM,2015,Tigaraksa
520,SUZUKI SATRIA FU 150,"Rp 11,500,000",30K+ KM,2013,Tigaraksa
521,HONDA BEAT CBS FI,"Rp 14,000,000",30K+ KM,2018,Tigaraksa
522,YAMAHA SOUL GT 125 AKS,"Rp 12,000,000",30K+ KM,2017,Tigaraksa
523,SUZUKI SATRIA FU 150,"Rp 12,000,000",30K+ KM,2014,Tigaraksa
524,SUZUKI SATRIA FU 150,"Rp 11,000,000",30K+ KM,2013,Tigaraksa
525,SUZUKI SATRIA FU 150,"Rp 11,000,000",30K+ KM,2013,Tigaraksa
526,YAMAHA MIO SOUL,"Rp 6,000,000",30K+ KM,2011,Lodtunduh
527,SUZUKI SATRIA FU 150,"Rp 12,000,000",30K+ KM,2014,Tigaraksa
528,HONDA BEAT,"Rp 12,000,000",30K+ KM,2017,Jelambar
529,HONDA BEAT,"Rp 9,500,000",30K+ KM,2013,Lodtunduh
530,HONDA BEAT,"Rp 11,500,000",30K+ KM,2015,Lodtunduh
531,SUZUKI SATRIA FU 150,"Rp 13,000,000",30K+ KM,2015,Tigaraksa
532,HONDA NEW BEAT STREET ESP,"Rp 13,000,000",30K+ KM,2018,Jelambar
533,HONDA BEAT,"Rp 9,500,000",30K+ KM,2013,Lodtunduh
534,HONDA BEAT,"Rp 13,000,000",30K+ KM,2018,Jelambar
535,HONDA SCOOPY,"Rp 13,000,000",30K+ KM,2015,Lodtunduh
536,SUZUKI SATRIA FU 150,"Rp 17,000,000",30K+ KM,2018,Tigaraksa
537,HONDA VARIO CW,"Rp 8,000,000",30K+ KM,2011,Lodtunduh
538,HONDA VARIO 125 ESP CBS,"Rp 14,500,000",30K+ KM,2016,Lodtunduh
539,YAMAHA MIO FINO,"Rp 12,000,000",30K+ KM,2017,Jelambar
540,HONDA SUPRA X 125 INJEKSI,"Rp 7,500,000",30K+ KM,2012,Jelambar
541,YAMAHA MIO M3 125,"Rp 14,000,000",30K+ KM,2018,Paal Satu
542,HONDA SUPRA GTR 150 EXL,"Rp 16,000,000",30K+ KM,2017,Tigaraksa
543,HONDA BEAT,"Rp 13,500,000",30K+ KM,2019,Jelambar
544,YAMAHA MIO M3 125,"Rp 13,000,000",30K+ KM,2017,Paal Satu
545,YAMAHA MIO S,"Rp 11,500,000",30K+ KM,2017,Paal Satu
546,HONDA SCOOPY ESP,"Rp 14,500,000",30K+ KM,2015,Tigaraksa
547,HONDA BEAT,"Rp 13,500,000",30K+ KM,2019,Jelambar
548,YAMAHA AEROX 155 VVA,"Rp 24,000,000",30K+ KM,2018,Paal Satu
549,YAMAHA MIO FINO,"Rp 14,000,000",30K+ KM,2019,Jelambar
550,YAMAHA NMAX,"Rp 26,000,000",30K+ KM,2019,Paal Satu
551,YAMAHA FREEGO S,"Rp 16,500,000",30K+ KM,2019,Jelambar
552,YAMAHA FREEGO,"Rp 16,500,000",30K+ KM,2019,Jelambar
553,YAMAHA LEXI,"Rp 18,500,000",30K+ KM,2018,Jelambar
554,YAMAHA AEROX 155 VVA,"Rp 20,750,000",30K+ KM,2018,Jelambar
555,YAMAHA AEROX 155 VVA,"Rp 19,500,000",30K+ KM,2017,Jelambar
556,HONDA VARIO 150 ESP EXCLUSIVE,"Rp 19,500,000",30K+ KM,2019,Jelambar
557,YAMAHA N MAX,"Rp 23,000,000",30K+ KM,2017,Jelambar
558,YAMAHA N MAX,"Rp 29,750,000",30K+ KM,2017,Jelambar
559,YAMAHA N MAX,"Rp 24,500,000",30K+ KM,2018,Jelambar
560,YAMAHA N MAX,"Rp 31,250,000",30K+ KM,2018,Jelambar
561,SUZUKI SATRIA,"Rp 11,300,000",30K+ KM,2015,Banguntapan
562,SUZUKI SATRIA,"Rp 11,300,000",30K+ KM,2015,Banguntapan
563,SUZUKI SATRIA,"Rp 9,250,000",30K+ KM,2013,Banguntapan
564,HONDA BEAT,"Rp 9,800,000",30K+ KM,2014,Banguntapan
565,YAMAHA FINO SPORTY ,"Rp 9,700,000",30K+ KM,2014,Banguntapan
566,YAMAHA N MAX,"Rp 23,000,000",30K+ KM,2016,Selapajang Jaya
567,YAMAHA FINO FI SPORTY,"Rp 13,000,000",30K+ KM,2018,Selapajang Jaya
568,HONDA CB150R,"Rp 19,000,000",30K+ KM,2017,Selapajang Jaya
569,HONDA VARIO 125 ESP CBS,"Rp 15,500,000",30K+ KM,2016,Selapajang Jaya
570,HONDA VARIO 150 ESP EXCLUSIVE,"Rp 16,500,000",30K+ KM,2015,Selapajang Jaya
571,YAMAHA FINO FI SPORTY,"Rp 12,500,000",30K+ KM,2017,Selapajang Jaya
572,YAMAHA MIO M3 125,"Rp 12,000,000",30K+ KM,2018,Selapajang Jaya
573,YAMAHA MIO M3 125,"Rp 12,000,000",30K+ KM,2018,Selapajang Jaya
574,YAMAHA MIO Z 125,"Rp 11,500,000",30K+ KM,2018,Selapajang Jaya
575,SUZUKI SATRIA FU 150,"Rp 14,000,000",30K+ KM,2016,Selapajang Jaya
576,YAMAHA FINO FI PREMIUM,"Rp 13,000,000",30K+ KM,2018,Selapajang Jaya
577,HONDA SCOOPY ESP,"Rp 16,500,000",30K+ KM,2017,Selapajang Jaya
578,HONDA BEAT CBS FI,"Rp 13,000,000",30K+ KM,2016,Selapajang Jaya
579,HONDA BEAT FI POP CBS ESP,"Rp 11,000,000",30K+ KM,2016,Selapajang Jaya
580,HONDA BEAT CBS FI,"Rp 11,000,000",30K+ KM,2015,Selapajang Jaya
581,YAMAHA X-RIDE,"Rp 10,500,000",30K+ KM,2016,Selapajang Jaya
582,YAMAHA VIXION,"Rp 16,000,000",30K+ KM,2015,Selapajang Jaya
583,HONDA SCOOPY ESP,"Rp 16,000,000",30K+ KM,2016,Selapajang Jaya
584,KAWASAKI NINJA SS,"Rp 24,000,000",30K+ KM,2015,Selapajang Jaya
585,HONDA BEAT CBS FI,"Rp 11,000,000",30K+ KM,2015,Selapajang Jaya
586,YAMAHA MIO Z 125,"Rp 11,000,000",30K+ KM,2018,Selapajang Jaya
587,HONDA BEAT CBS FI,"Rp 11,000,000",30K+ KM,2015,Selapajang Jaya
588,HONDA BEAT FI POP CBS ESP,"Rp 12,500,000",30K+ KM,2017,Selapajang Jaya
589,SUZUKI SATRIA FU 150,"Rp 14,000,000",30K+ KM,2015,Selapajang Jaya
590,SUZUKI SATRIA FU 150,"Rp 12,500,000",30K+ KM,2014,Selapajang Jaya
591,SUZUKI SATRIA FU 150,"Rp 17,000,000",30K+ KM,2018,Selapajang Jaya
592,YAMAHA FINO FI PREMIUM,"Rp 12,500,000",30K+ KM,2017,Selapajang Jaya
593,YAMAHA MIO M3 125,"Rp 12,000,000",30K+ KM,2018,Selapajang Jaya
594,YAMAHA MIO M3 125,"Rp 12,000,000",30K+ KM,2018,Selapajang Jaya
595,YAMAHA MIO M3 125,"Rp 12,000,000",30K+ KM,2018,Selapajang Jaya
596,YAMAHA MIO M3 125,"Rp 12,000,000",30K+ KM,2018,Selapajang Jaya
597,HONDA VARIO 110 CBS ADVANCE,"Rp 12,500,000",30K+ KM,2015,Selapajang Jaya
598,YAMAHA ALL NEW BYSON F1,"Rp 9,800,000",30K+ KM,2012,Sesetan
599,YAMAHA NEW VIXION,"Rp 14,600,000",30K+ KM,2013,Sesetan
600,HONDA SPACY GARNISH,"Rp 7,400,000",30K+ KM,2011,Sesetan
601,HONDA BEAT,"Rp 7,200,000",30K+ KM,2008,Sesetan
602,HONDA VARIO CBS FI ADVT,"Rp 11,500,000",30K+ KM,2014,Sesetan
603,HONDA BEAT,"Rp 11,200,000",30K+ KM,2014,Sesetan
604,YAMAHA MIO SPORTY CUSTOM,"Rp 6,200,000",30K+ KM,2011,Sesetan
605,HONDA VARIO CW,"Rp 6,700,000",30K+ KM,2007,Sesetan
606,HONDA SCOOPY,"Rp 14,400,000",30K+ KM,2015,Sesetan
607,HONDA VARIO CW,"Rp 6,800,000",30K+ KM,2007,Sesetan
608,YAMAHA JUPITER MX 150,"Rp 9,500,000",30K+ KM,2014,Sesetan
609,HONDA BEAT,"Rp 8,000,000",30K+ KM,2018,Cicadas
610,HONDA BEAT,"Rp 13,000,000",30K+ KM,2019,Cicadas
611,HONDA BEAT,"Rp 10,800,000",30K+ KM,2018,Cicadas
612,HONDA BEAT,"Rp 7,200,000",30K+ KM,2015,Cicadas
613,HONDA SONIC,"Rp 12,000,000",30K+ KM,2018,Cicadas
614,HONDA NEW BLADE R 125 FI,"Rp 6,500,000",30K+ KM,2014,Cicadas
615,HONDA AIR BLADE,"Rp 5,100,000",30K+ KM,2011,Cicadas
616,HONDA VARIO 125 CBS ISS,"Rp 10,500,000",30K+ KM,2016,Cicadas
617,HONDA VARIO CW,"Rp 5,700,000",30K+ KM,2013,Cicadas
618,HONDA BEAT,"Rp 13,200,000",30K+ KM,2019,Cicadas
619,HONDA BEAT,"Rp 13,100,000",30K+ KM,2019,Cicadas
620,HONDA BEAT,"Rp 13,300,000",30K+ KM,2019,Cicadas
621,HONDA BEAT,"Rp 13,700,000",30K+ KM,2019,Cicadas
622,HONDA BEAT,"Rp 11,200,000",30K+ KM,2018,Cicadas
623,HONDA BEAT STD,"Rp 12,000,000",30K+ KM,2018,Cicadas
624,HONDA BEAT,"Rp 10,200,000",30K+ KM,2017,Cicadas
625,HONDA BEAT FI CBS ISS,"Rp 13,800,000",30K+ KM,2019,Cicadas
